scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_id
Trigona fulviventris,Red-tailed Stingless Bee,Insecta,Animalia,180366.0
Trigonoceps occipitalis,White-headed Vulture,Aves,Animalia,5392.0
Trigonopeltastes delta,Delta Flower Scarab,Insecta,Animalia,84027.0
Trimeresurus vogeli,Vogel’s Pit Viper,Reptilia,Animalia,30947.0
Trimerotropis,,Insecta,Animalia,51494.0
Trimerotropis pallidipennis,Pallid-winged Grasshopper,Insecta,Animalia,51493.0
Trinectes maculatus,Hogchoker,Actinopterygii,Animalia,56047.0
Tringa glareola,Wood Sandpiper,Aves,Animalia,3888.0
Tringa melanoleuca,Greater Yellowlegs,Aves,Animalia,3892.0
Tringa semipalmata,Willet,Aves,Animalia,144491.0
Tringa semipalmata inornata,Western Willet,Aves,Animalia,512290.0
Trioza magnoliae,Red Bay Psyllid,Insecta,Animalia,482747.0
Triplofusus giganteus,Florida Horse Conch,Mollusca,Animalia,253547.0
Triportheus,,Actinopterygii,Animalia,92650.0
Triticum aestivum,Bread Wheat,Plantae,Plantae,64161.0
Triturus carnifex,Italian Crested Newt,Amphibia,Animalia,27717.0
Triumfetta pilosa,Hairy Bur,Plantae,Plantae,515722.0
Triumfetta rhomboidea,Chinese Bur,Plantae,Plantae,170044.0
Trochosa,,Arachnida,Animalia,148395.0
Troglodytes aedon,Northern House Wren,Aves,Animalia,7562.0
Troglodytes troglodytes,Eurasian Wren,Aves,Animalia,145363.0
Troilus luridus,Bronze Shield Bug,Insecta,Animalia,326197.0
Tropaeolum majus,garden nasturtium,Plantae,Plantae,54329.0
Tropidurus hispidus,Peters' Lava Lizard,Reptilia,Animalia,114590.0
Turdoides jardineii,Arrow-marked Babbler,Aves,Animalia,15052.0
Turdus iliacus coburni,Icelandic Redwing,Aves,Animalia,516886.0
Turdus libonyana,Kurrichane Thrush,Aves,Animalia,201216.0
Turdus litsitsirupa,Groundscraper Thrush,Aves,Animalia,1423667.0
Turdus merula,Eurasian Blackbird,Aves,Animalia,12716.0
Turdus migratorius,American Robin,Aves,Animalia,12727.0
Turdus philomelos,Song Thrush,Aves,Animalia,12748.0
Turdus pilaris,Fieldfare,Aves,Animalia,12707.0
Turdus smithi,Karoo Thrush,Aves,Animalia,145083.0
Turdus viscivorus,Mistle Thrush,Aves,Animalia,12735.0
Turnera subulata,Cuban Buttercup,Plantae,Plantae,327909.0
Tussilago farfara,colt's-foot,Plantae,Plantae,56222.0
Tutelina elegans,Thin-spined Jumping Spider,Arachnida,Animalia,61882.0
Tychaedon signata tongensis,Pale Brown Scrub-Robin,Aves,Animalia,1585986.0
Typocerus velutinus,Banded Longhorn Beetle,Insecta,Animalia,131862.0
Typocerus zebra,Zebra Longhorn Beetle,Insecta,Animalia,233177.0
Tyrannus tyrannus,Eastern Kingbird,Aves,Animalia,16782.0
Tyrannus verticalis,Western Kingbird,Aves,Animalia,16791.0
Tyria jacobaeae,Cinnabar moth,Insecta,Animalia,51781.0
Tyto alba,African Barn Owl,Aves,Animalia,482925.0
Tyto alba poensis,African Barn Owl,Aves,Animalia,482925.0
Tyto furcata,American Barn Owl,Aves,Animalia,1578502.0
Udea ferrugalis,Rusty Dot Pearl,Insecta,Animalia,324928.0
Ulex,Gorses,Plantae,Plantae,771653.0
Ulmus,elms,Plantae,Plantae,53549.0
Ulmus minor,Field Elm,Plantae,Plantae,79461.0
Umbellularia californica,California bay,Plantae,Plantae,48807.0
Upupa epops,Common Hoopoe,Aves,Animalia,20969.0
Upupa epops africana,African Hoopoe,Aves,Animalia,142774.0
Urechis caupo,Fat Innkeeper Worm,Animalia,Animalia,117583.0
Uresiphita reversalis,Genista Broom Moth,Insecta,Animalia,121716.0
Uria aalge,Common Murre,Aves,Animalia,4519.0
Urile pelagicus,Pelagic Cormorant,Aves,Animalia,1289605.0
Urile penicillatus,Brandt's Cormorant,Aves,Animalia,1289607.0
Urochloa,signalgrasses,Plantae,Plantae,142886.0
Urocissa erythroryncha,,Aves,Animalia,495198.0
Urocissa erythroryncha magnirostris,,Aves,Animalia,495198.0
Urocolius indicus,Red-faced Mousebird,Aves,Animalia,3689.0
Urocolius indicus transvaalensis,Common Redface Mousebird,Aves,Animalia,698897.0
Uroleucon,Large Daisy Aphids,Insecta,Animalia,84469.0
Uroplectes triangulifer,Highveld Lesser-Thicktail Scorpion,Arachnida,Animalia,490718.0
Ursus americanus,American Black Bear,Mammalia,Animalia,41638.0
Urticina columbiana,Sand Rose Anemone,Animalia,Animalia,479764.0
Usta terpsichore,Cavorting Emperor,Insecta,Animalia,428928.0
Uta stansburiana,Common Side-blotched Lizard,Reptilia,Animalia,36094.0
Uta stansburiana elegans,Western Side-blotched Lizard,Reptilia,Animalia,36100.0
Utetheisa pulchella,Crimson-speckled Flunkey,Insecta,Animalia,201279.0
Utricularia,Bladderworts,Plantae,Plantae,57861.0
Vaccinium corymbosum,Northern highbush blueberry,Plantae,Plantae,52740.0
Vachellia,thorn trees,Plantae,Plantae,72418.0
Vachellia karroo,Sweet Thorn,Plantae,Plantae,502780.0
Vachellia kosiensis,Dune Thorn,Plantae,Plantae,595953.0
Vachellia robusta,splendid thorn,Plantae,Plantae,559229.0
Vachellia tortilis,umbrella thorn,Plantae,Plantae,489563.0
Vachellia tortilis heteracantha,Curly-Pod Acacia,Plantae,Plantae,567419.0
Vadimon bergrothi,,Insecta,Animalia,694994.0
Valgus canaliculatus,,Insecta,Animalia,233377.0
Vanellus lugubris,Senegal Lapwing,Aves,Animalia,4861.0
Vanellus senegallus lateralis,Southern Wattled Lapwing,Aves,Animalia,516813.0
Vanessa atalanta,Red Admiral,Insecta,Animalia,49133.0
Vanessa cardui,Painted Lady,Insecta,Animalia,48548.0
Vanessa virginiensis,American Lady,Insecta,Animalia,48549.0
Vangueria infausta infausta,Velvet Wild-Medlar,Plantae,Plantae,601546.0
Vangueria madagascariensis,Bush Medlar,Plantae,Plantae,466936.0
Vangueria vestita,,Plantae,Plantae,906430.0
Varanus niloticus,Nile Monitor,Reptilia,Animalia,71085.0
Velarifictorus micado,Japanese Burrowing Cricket,Insecta,Animalia,146737.0
Velella velella,By-the-wind Sailor,Animalia,Animalia,59698.0
Veneridae,Venus Clams,Mollusca,Animalia,50588.0
Ventridens,Dome Snails,Mollusca,Animalia,120506.0
Vepris lanceolata,white-ironwood,Plantae,Plantae,340338.0
Verbena litoralis,Seashore vervain,Plantae,Plantae,64179.0
Verbesina encelioides,cowpen daisy,Plantae,Plantae,79495.0
Vertebrata,Vertebrates,Animalia,Animalia,355675.0
Vespa crabro,European Hornet,Insecta,Animalia,54327.0
Vespa orientalis,Oriental Hornet,Insecta,Animalia,83801.0
Vespericola columbianus,Northwest Hesperian,Mollusca,Animalia,1473968.0
Vespertilionoidea,Vespertilionoid Bats,Mammalia,Animalia,446959.0
Vespidae,"Hornets, Paper Wasps, Potter Wasps, and Allies",Insecta,Animalia,52747.0
Vespinae,Hornets and Yellowjackets,Insecta,Animalia,84738.0
Vespula,Ground Yellowjackets,Insecta,Animalia,61356.0
Vespula alascensis,American Yellowjacket,Insecta,Animalia,332394.0
Vespula atropilosa,Prairie Yellowjacket,Insecta,Animalia,129016.0
Vespula flavopilosa,Downy Yellowjacket,Insecta,Animalia,233558.0
Vespula germanica,German Yellowjacket,Insecta,Animalia,126155.0
Vespula maculifrons,Eastern Yellowjacket,Insecta,Animalia,119994.0
Vespula pensylvanica,Western Yellowjacket,Insecta,Animalia,61355.0
Vespula squamosa,Southern Yellowjacket,Insecta,Animalia,233560.0
Vespula vulgaris,Common European Yellowjacket,Insecta,Animalia,127777.0
Viburnum opulus,guelder-rose,Plantae,Plantae,55969.0
Viburnum recognitum,northern arrowwood,Plantae,Plantae,170204.0
Vicia cracca,tufted vetch,Plantae,Plantae,52471.0
Vicia grandiflora,Large yellow vetch,Plantae,Plantae,170209.0
Vicirionessa mustela,,Arachnida,Animalia,1424332.0
Vigna unguiculata,Cowpea,Plantae,Plantae,122898.0
Villa,,Insecta,Animalia,133762.0
Viola,violets,Plantae,Plantae,50829.0
Viola canadensis,Canada Violet,Plantae,Plantae,70010.0
Viola × williamsii,Horned pansy,Plantae,Plantae,1446403.0
Vipera aspis,Asp Viper,Reptilia,Animalia,30929.0
Vipera aspis francisciredi,,Reptilia,Animalia,30931.0
Vireo gilvus,Warbling Vireo,Aves,Animalia,17394.0
Vireo griseus,White-eyed Vireo,Aves,Animalia,17408.0
Viscaria vulgaris,Sticky Catchfly,Plantae,Plantae,741459.0
Viscum album,European mistletoe,Plantae,Plantae,57512.0
Viscum menyharthii,,Plantae,Plantae,596020.0
Vitex payos,chocolate-berry,Plantae,Plantae,340255.0
Volkameria eriophylla,hairy tinderwood,Plantae,Plantae,866373.0
Volkameria glabra,Cat's-whiskers,Plantae,Plantae,596042.0
Vombatus ursinus tasmaniensis,Tasmanian Wombat,Mammalia,Animalia,1254424.0
Vostox brunneipennis,Brown-winged Earwig,Insecta,Animalia,307009.0
Vulpes vulpes,Red Fox,Mammalia,Animalia,42069.0
Vulpes vulpes crucigera,European Red Fox,Mammalia,Animalia,1081616.0
Waltheria indica,Sleepy Morning,Plantae,Plantae,130789.0
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Aves,Animalia,10470.0
Xanthogaleruca luteola,Elm Leaf Beetle,Insecta,Animalia,233683.0
Xanthostemon chrysanthus,Golden Penda,Plantae,Plantae,344937.0
Xenentodon canciloides,Indochinese Needlefish,Actinopterygii,Animalia,446594.0
Xenochrophis trianguligerus,Triangle Keelback,Reptilia,Animalia,28055.0
Xenoglossa pruinosa,Pruinose Squash Bee,Insecta,Animalia,1594041.0
Xenopus,Platannas,Amphibia,Animalia,25443.0
Xenopus laevis,African Clawed Frog,Amphibia,Animalia,25457.0
Xenopus muelleri,Müller's Platanna,Amphibia,Animalia,25459.0
Xylena exsoleta,Sword-grass,Insecta,Animalia,483469.0
Xylocopa,Large Carpenter Bees,Insecta,Animalia,51111.0
Xylocopa caffra,Double-banded Carpenter Bee,Insecta,Animalia,467668.0
Xylocopa erythrina,Tawny Carpenter,Insecta,Animalia,601822.0
Xylocopa flavicollis,One-striped Large Carpenter Bee,Insecta,Animalia,465422.0
Xylocopa flavorufa,Big Red Large Carpenter Bee,Insecta,Animalia,363238.0
Xylocopa latipes,Broad-handed Carpenter Bee,Insecta,Animalia,363759.0
Xylocopa nigrita,White-sided Large Carpenter Bee,Insecta,Animalia,357684.0
Xylocopa virginica,Eastern Carpenter Bee,Insecta,Animalia,51110.0
Xylocopa virginica virginica,Virginia Carpenter Bee,Insecta,Animalia,418172.0
Xylotheca kraussiana,African Dogrose,Plantae,Plantae,182106.0
Xysmalobium undulatum,Wavyleaf Cartwheel,Plantae,Plantae,596370.0
Xysticus cristatus,Common Crab Spider,Arachnida,Animalia,71061.0
Xystocheir dissecta,,Animalia,Animalia,122294.0
Zadontomerus,,Insecta,Animalia,468067.0
Zalophus californianus,California Sea Lion,Mammalia,Animalia,41740.0
Zamenis scalaris,Ladder Snake,Reptilia,Animalia,540328.0
Zamia furfuracea,cardboard cycad,Plantae,Plantae,135559.0
Zamia integrifolia,Coontie,Plantae,Plantae,135560.0
Zantedeschia,calla lilies,Plantae,Plantae,56009.0
Zapornia flavirostra,Black Crake,Aves,Animalia,508918.0
Zaprionus indianus,African Fig Fly,Insecta,Animalia,333873.0
Zea mays,Maize,Plantae,Plantae,48448.0
Zea mays mays,Sweet Corns,Plantae,Plantae,181886.0
Zelus longipes,Milkweed Assassin Bug,Insecta,Animalia,133826.0
Zelus luridus,Pale Green Assassin Bug,Insecta,Animalia,129423.0
Zenaida macroura,Mourning Dove,Aves,Animalia,3454.0
Zephyranthes robusta,pink rain lily,Plantae,Plantae,1264664.0
Zerenopsis lepida,Leopard Magpie Moth,Insecta,Animalia,607584.0
Zilla spinosa,Spiny Zilla,Plantae,Plantae,202552.0
Zinnia,Zinnias,Plantae,Plantae,132450.0
Zinnia peruviana,Peruvian zinnia,Plantae,Plantae,153439.0
Zizeeria knysna,African Grass Blue,Insecta,Animalia,319796.0
Zizeeria knysna knysna,African Grass Blue,Insecta,Animalia,927230.0
Ziziphus,Jujubes,Plantae,Plantae,49042.0
Ziziphus mucronata,buffalo-thorn,Plantae,Plantae,340228.0
Zoarcoidei,Eelpouts and allies,Actinopterygii,Animalia,1303564.0
Zodarion rubidum,European Ant-eating Spider,Arachnida,Animalia,60919.0
Zonocerus elegans,,Insecta,Animalia,85309.0
Zonocerus elegans elegans,,Insecta,Animalia,85309.0
Zonotrichia albicollis,White-throated Sparrow,Aves,Animalia,9184.0
Zonotrichia leucophrys,White-crowned Sparrow,Aves,Animalia,9176.0
Zootermopsis angusticollis,Pacific Dampwood Termite,Insecta,Animalia,121383.0
Zorocrates,,Arachnida,Animalia,250121.0
Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Arachnida,Animalia,127112.0
