observed_on,time_zone,url,image_url,sound_url,positional_accuracy,place_guess,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,special_type_of_feeding,captive_cultivated,predator_id,predator_scientific_name,predator_common_name,predator_iconic_taxon_name,predator_taxon_species_name,predator_taxon_kingdom_name,predator_taxon_phylum_name,predator_taxon_subphylum_name,predator_taxon_superclass_name,predator_taxon_class_name,predator_taxon_subclass_name,predator_taxon_superorder_name,predator_taxon_order_name,predator_taxon_suborder_name,predator_taxon_superfamily_name,predator_taxon_family_name,predator_taxon_subfamily_name,predator_taxon_supertribe_name,predator_taxon_tribe_name,predator_taxon_subtribe_name,predator_taxon_genus_name,predator_taxon_genushybrid_name,predator_taxon_species_name,predator_taxon_hybrid_name,predator_taxon_subspecies_name,predator_taxon_variety_name,predator_taxon_form_name,predator_description,predator_agreements,prey_id,prey_scientific_name,prey_common_name,prey_iconic_taxon_name,prey_taxon_species_name,prey_taxon_kingdom_name,prey_taxon_phylum_name,prey_taxon_subphylum_name,prey_taxon_superclass_name,prey_taxon_class_name,prey_taxon_subclass_name,prey_taxon_superorder_name,prey_taxon_order_name,prey_taxon_suborder_name,prey_taxon_superfamily_name,prey_taxon_family_name,prey_taxon_subfamily_name,prey_taxon_supertribe_name,prey_taxon_tribe_name,prey_taxon_subtribe_name,prey_taxon_genus_name,prey_taxon_genushybrid_name,prey_taxon_species_name,prey_taxon_hybrid_name,prey_taxon_subspecies_name,prey_taxon_variety_name,prey_taxon_form_name,prey_description,prey_agreements
2022-09-02,Africa/Gaborone,https://www.inaturalist.org/observations/133905806,https://inaturalist-open-data.s3.amazonaws.com/photos/228140334/medium.jpeg,,10.0,"Sowa, Botswana",-20.5047222222,26.1708333333,,Tutume,Central,Botswana,Parasitism,False,133909336.0,,South African Bont Tick,Arachnida,Amblyomma hebraeum,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,,,,Amblyomma,,Amblyomma hebraeum,,,,,,1.0,133905806.0,Tragelaphus strepsiceros strepsiceros,Southern Greater Kudu,Mammalia,Tragelaphus strepsiceros,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Tragelaphini,,Tragelaphus,,Tragelaphus strepsiceros,,Tragelaphus strepsiceros strepsiceros,,,Reason for death is unknown. Maybe disease related as there were liquid-filled sores around hind legs and genitals. ,4.0
2022-09-03,Africa/Gaborone,https://www.inaturalist.org/observations/133905813,https://inaturalist-open-data.s3.amazonaws.com/photos/228140472/medium.jpeg,,10.0,"Tutume, BW-CE, BW",-20.7189830592,26.050405068,,Tutume,Central,Botswana,"No, none of these",False,133905813.0,Loxodonta africana,African Savanna Elephant,Mammalia,Loxodonta africana,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Proboscidea,,,Elephantidae,,,,,Loxodonta,,Loxodonta africana,,,,,,2.0,133905815.0,Colophospermum mopane,Mopane,Plantae,Colophospermum mopane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Detarioideae,,Detarieae,,Colophospermum,,Colophospermum mopane,,,,,,2.0
2022-09-03,Africa/Gaborone,https://www.inaturalist.org/observations/133905813,https://inaturalist-open-data.s3.amazonaws.com/photos/228140472/medium.jpeg,,10.0,"Tutume, BW-CE, BW",-20.7189830592,26.050405068,,Tutume,Central,Botswana,"No, none of these",False,133905813.0,Loxodonta africana,African Savanna Elephant,Mammalia,Loxodonta africana,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Proboscidea,,,Elephantidae,,,,,Loxodonta,,Loxodonta africana,,,,,,2.0,133905814.0,Vachellia tortilis heteracantha,Curly-Pod Acacia,Plantae,Vachellia tortilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Mimosoideae,,,,Vachellia,,Vachellia tortilis,,Vachellia tortilis heteracantha,,,,1.0
2022-09-03,Africa/Gaborone,https://www.inaturalist.org/observations/133905814,https://inaturalist-open-data.s3.amazonaws.com/photos/228140509/medium.jpeg,,10.0,"Sowa, Botswana",-20.6519066667,26.1579233333,,Tutume,Central,Botswana,"No, none of these",False,133905813.0,,African Savanna Elephant,Mammalia,Loxodonta africana,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Proboscidea,,,Elephantidae,,,,,Loxodonta,,Loxodonta africana,,,,,,2.0,133905814.0,Vachellia tortilis heteracantha,Curly-Pod Acacia,Plantae,Vachellia tortilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Mimosoideae,,,,Vachellia,,Vachellia tortilis,,Vachellia tortilis heteracantha,,,,1.0
2022-09-03,Africa/Gaborone,https://www.inaturalist.org/observations/133905815,https://inaturalist-open-data.s3.amazonaws.com/photos/228140589/medium.jpeg,,10.0,"Sowa, Botswana",-20.6525,26.1577777778,,Tutume,Central,Botswana,"No, none of these",False,133905813.0,,African Savanna Elephant,Mammalia,Loxodonta africana,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Proboscidea,,,Elephantidae,,,,,Loxodonta,,Loxodonta africana,,,,,,2.0,133905815.0,Colophospermum mopane,Mopane,Plantae,Colophospermum mopane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Detarioideae,,Detarieae,,Colophospermum,,Colophospermum mopane,,,,,,2.0
2022-09-02,Africa/Gaborone,https://www.inaturalist.org/observations/133909336,https://inaturalist-open-data.s3.amazonaws.com/photos/228166347/medium.jpeg,,10.0,"Sowa, Botswana",-20.5092933333,26.1606066667,,Tutume,Central,Botswana,Parasitism,False,133909336.0,Amblyomma hebraeum,South African Bont Tick,Arachnida,Amblyomma hebraeum,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,,,,Amblyomma,,Amblyomma hebraeum,,,,,,1.0,133905806.0,Tragelaphus strepsiceros strepsiceros,Southern Greater Kudu,Mammalia,Tragelaphus strepsiceros,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Tragelaphini,,Tragelaphus,,Tragelaphus strepsiceros,,Tragelaphus strepsiceros strepsiceros,,,Reason for death is unknown. Maybe disease related as there were liquid-filled sores around hind legs and genitals. ,4.0
2022-09-06,Central Time (US & Canada),https://www.inaturalist.org/observations/133941641,https://inaturalist-open-data.s3.amazonaws.com/photos/228223901/medium.jpeg,,,"Metairie, LA 70002, USA",30.0192638889,-90.1560805556,,Jefferson,Louisiana,United States,"No, none of these",False,133941641.0,Zelus longipes,Milkweed Assassin Bug,Insecta,Zelus longipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Harpactorinae,,Harpactorini,,Zelus,,Zelus longipes,,,,,,2.0,133946568.0,Plecia nearctica,Common Lovebug,Insecta,Plecia nearctica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,,Bibionidae,Pleciinae,,,,Plecia,,Plecia nearctica,,,,,duplicating for the prey,1.0
2022-09-06,Central Time (US & Canada),https://www.inaturalist.org/observations/133946568,https://inaturalist-open-data.s3.amazonaws.com/photos/228223901/medium.jpeg,,,"Metairie, LA 70002, USA",30.0192638889,-90.1560805556,,Jefferson,Louisiana,United States,"No, none of these",False,133941641.0,,Milkweed Assassin Bug,Insecta,Zelus longipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Harpactorinae,,Harpactorini,,Zelus,,Zelus longipes,,,,,,2.0,133946568.0,Plecia nearctica,Common Lovebug,Insecta,Plecia nearctica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,,Bibionidae,Pleciinae,,,,Plecia,,Plecia nearctica,,,,,duplicating for the prey,1.0
2022-09-06,Indiana (East),https://www.inaturalist.org/observations/133980761,https://inaturalist-open-data.s3.amazonaws.com/photos/228298384/medium.jpeg,,8.0,"Henry County, US-IN, US",39.8977870708,-85.3738797829,,Henry,Indiana,United States,"No, none of these",False,133980761.0,Steatoda borealis,Boreal Combfoot,Arachnida,Steatoda borealis,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,Steatoda borealis,,,,,"Preying on a <a href=""https://www.inaturalist.org/observations/133980967""> green cone-headed planthopper (<i>Acanalonia conica</i>)</a>.",1.0,133980967.0,Acanalonia conica,Green Cone-headed Planthopper,Insecta,Acanalonia conica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Acanaloniidae,,,,,Acanalonia,,Acanalonia conica,,,,,"Being preyed upon by a <a href=""https://www.inaturalist.org/observations/133980761""> Boreal combfoot (<i>Steatoda borealis</i>)</a>.",1.0
2022-09-06,Indiana (East),https://www.inaturalist.org/observations/133980967,https://inaturalist-open-data.s3.amazonaws.com/photos/228298898/medium.jpeg,,12.0,"Henry Township, IN 47362, USA",39.8977880997,-85.3738824651,,Henry,Indiana,United States,"No, none of these",False,133980761.0,,Boreal Combfoot,Arachnida,Steatoda borealis,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,Steatoda borealis,,,,,"Preying on a <a href=""https://www.inaturalist.org/observations/133980967""> green cone-headed planthopper (<i>Acanalonia conica</i>)</a>.",1.0,133980967.0,Acanalonia conica,Green Cone-headed Planthopper,Insecta,Acanalonia conica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Acanaloniidae,,,,,Acanalonia,,Acanalonia conica,,,,,"Being preyed upon by a <a href=""https://www.inaturalist.org/observations/133980761""> Boreal combfoot (<i>Steatoda borealis</i>)</a>.",1.0
2022-09-07,London,https://www.inaturalist.org/observations/134083066,https://inaturalist-open-data.s3.amazonaws.com/photos/228489287/medium.jpg,,6.0,"Fort William and Ardnamurchan Ward, Fort William, Scotland, GB",56.80398,-5.0960721667,,Highland,Scotland,United Kingdom,"No, none of these",False,134083153.0,,Broom Moth,Insecta,Ceramica pisi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Hadenini,,Ceramica,,Ceramica pisi,,,,,,2.0,134083066.0,Narthecium ossifragum,bog asphodel,Plantae,Narthecium ossifragum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Dioscoreales,,,Nartheciaceae,,,,,Narthecium,,Narthecium ossifragum,,,,,,1.0
2022-09-07,London,https://www.inaturalist.org/observations/134083153,https://inaturalist-open-data.s3.amazonaws.com/photos/228489449/medium.jpg,,6.0,"Fort William and Ardnamurchan Ward, Fort William, Scotland, GB",56.8040466667,-5.0958888333,,Highland,Scotland,United Kingdom,"No, none of these",False,134083153.0,Ceramica pisi,Broom Moth,Insecta,Ceramica pisi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Hadenini,,Ceramica,,Ceramica pisi,,,,,,2.0,134083066.0,Narthecium ossifragum,bog asphodel,Plantae,Narthecium ossifragum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Dioscoreales,,,Nartheciaceae,,,,,Narthecium,,Narthecium ossifragum,,,,,,1.0
2022-09-08,Harare,https://www.inaturalist.org/observations/134165251,https://inaturalist-open-data.s3.amazonaws.com/photos/228645157/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",-17.8453633667,31.0802378215,,Harare,Harare,Zimbabwe,,False,134165251.0,Astur melanoleucus,Black Goshawk,Aves,Astur melanoleucus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,Astur melanoleucus,,,,,"2 juveniles, this one eating prey on nest",2.0,134544086.0,Columba livia domestica,Feral Pigeon,Aves,Columba livia,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,Columba livia,,,Columba livia domestica,,"feathers under plucking tree of Black Sparrowhawk, near nest, see https://www.inaturalist.org/observations/134165251",2.0
2022-09-08,Harare,https://www.inaturalist.org/observations/134165251,https://inaturalist-open-data.s3.amazonaws.com/photos/228645157/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",-17.8453633667,31.0802378215,,Harare,Harare,Zimbabwe,,False,134165251.0,Astur melanoleucus,Black Goshawk,Aves,Astur melanoleucus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,Astur melanoleucus,,,,,"2 juveniles, this one eating prey on nest",2.0,134544087.0,Ardea ibis,Western Cattle-Egret,Aves,Ardea ibis,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea ibis,,,,,"feathers under plucking tree of Black Sparrowhawk, near nest, see https://www.inaturalist.org/observations/134165251",1.0
2022-09-09,Eastern Time (US & Canada),https://www.inaturalist.org/observations/134337394,https://inaturalist-open-data.s3.amazonaws.com/photos/228963036/medium.jpeg,,165.0,"Jacksonville, FL 32226, USA",30.5667117148,-81.6144667938,,Duval,Florida,United States,Parasitism,False,134339216.0,,persimmon leaf blister gall,Arachnida,Aceria theospyri,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Sarcoptiformes,Endeostigmata,Eriophyoidea,Eriophyidae,Eriophyinae,,Aceriini,,Aceria,,Aceria theospyri,,,,,https://www.inaturalist.org/observations/134337394,2.0,134337394.0,Diospyros virginiana,American persimmon,Plantae,Diospyros virginiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ebenaceae,,,,,Diospyros,,Diospyros virginiana,,,,,,1.0
2022-09-09,Eastern Time (US & Canada),https://www.inaturalist.org/observations/134339216,https://inaturalist-open-data.s3.amazonaws.com/photos/228966304/medium.jpeg,,168.0,"Jacksonville, FL 32226, USA",30.5667316341,-81.6144751757,,Duval,Florida,United States,Parasitism,False,134339216.0,Aceria theospyri,persimmon leaf blister gall,Arachnida,Aceria theospyri,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Sarcoptiformes,Endeostigmata,Eriophyoidea,Eriophyidae,Eriophyinae,,Aceriini,,Aceria,,Aceria theospyri,,,,,https://www.inaturalist.org/observations/134337394,2.0,134337394.0,Diospyros virginiana,American persimmon,Plantae,Diospyros virginiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ebenaceae,,,,,Diospyros,,Diospyros virginiana,,,,,,1.0
2022-09-10,Harare,https://www.inaturalist.org/observations/134544086,https://inaturalist-open-data.s3.amazonaws.com/photos/229352453/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",-17.8453046751,31.0796659412,,Harare,Harare,Zimbabwe,,False,134165251.0,,Black Goshawk,Aves,Astur melanoleucus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,Astur melanoleucus,,,,,"2 juveniles, this one eating prey on nest",2.0,134544086.0,Columba livia domestica,Feral Pigeon,Aves,Columba livia,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,Columba livia,,,Columba livia domestica,,"feathers under plucking tree of Black Sparrowhawk, near nest, see https://www.inaturalist.org/observations/134165251",2.0
2022-09-10,Harare,https://www.inaturalist.org/observations/134544087,https://inaturalist-open-data.s3.amazonaws.com/photos/229352462/medium.jpg,,4.0,"Mukuvisi Woodlands, Harare, Zimbabwe",-17.8453024773,31.0796606862,,Harare,Harare,Zimbabwe,,False,134165251.0,,Black Goshawk,Aves,Astur melanoleucus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,Astur,,Astur melanoleucus,,,,,"2 juveniles, this one eating prey on nest",2.0,134544087.0,Ardea ibis,Western Cattle-Egret,Aves,Ardea ibis,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea ibis,,,,,"feathers under plucking tree of Black Sparrowhawk, near nest, see https://www.inaturalist.org/observations/134165251",1.0
2022-09-11,Pacific Time (US & Canada),https://www.inaturalist.org/observations/134601365,https://inaturalist-open-data.s3.amazonaws.com/photos/229456989/medium.jpeg,,,"15th Ave NW & NW 100th St, Seattle, WA 98117, USA",47.701761,-122.376758,,King,Washington,United States,Scavenging,False,134601365.0,Corvus brachyrhynchos,American Crow,Aves,Corvus brachyrhynchos,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus brachyrhynchos,,,,,Feeding on roadkill Eastern Cottontail,1.0,134601663.0,Sylvilagus floridanus,Eastern Cottontail,Mammalia,Sylvilagus floridanus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,Sylvilagus floridanus,,,,,Killed by a vehicle. American Crow feeding on remains.,1.0
2022-09-01,Pacific Time (US & Canada),https://www.inaturalist.org/observations/134601436,https://inaturalist-open-data.s3.amazonaws.com/photos/229457400/medium.jpeg,,,"Klamath National Forest, Siskiyou County, US-CA, US",41.798886,-123.6304149722,,Siskiyou,California,United States,"No, none of these",False,134601436.0,Thamnophis ordinoides,Northwestern Garter Snake,Reptilia,Thamnophis ordinoides,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Thamnophis,,Thamnophis ordinoides,,,,,With banana slug prey,3.0,199865328.0,Ariolimax columbianus,Pacific Banana Slug,Mollusca,Ariolimax columbianus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Arionoidea,Ariolimacidae,Ariolimacinae,,,,Ariolimax,,Ariolimax columbianus,,,,,,2.0
2022-09-11,Pacific Time (US & Canada),https://www.inaturalist.org/observations/134601663,https://inaturalist-open-data.s3.amazonaws.com/photos/229457625/medium.jpeg,,,"15th Ave NW & NW 100th St, Seattle, WA 98117, USA",47.701761,-122.376758,,King,Washington,United States,Scavenging,False,134601365.0,,American Crow,Aves,Corvus brachyrhynchos,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus brachyrhynchos,,,,,Feeding on roadkill Eastern Cottontail,1.0,134601663.0,Sylvilagus floridanus,Eastern Cottontail,Mammalia,Sylvilagus floridanus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,Sylvilagus floridanus,,,,,Killed by a vehicle. American Crow feeding on remains.,1.0
2022-09-09,Eastern Time (US & Canada),https://www.inaturalist.org/observations/135075811,https://inaturalist-open-data.s3.amazonaws.com/photos/230331804/medium.jpeg,,,United States,39.5550499918,-84.7177463515,,Preble,Ohio,United States,Parasitism,False,135075812.0,,,Fungi,Phyllosticta asiminae,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Botryosphaeriales,,,Phyllostictaceae,,,,,Phyllosticta,,Phyllosticta asiminae,,,,,"On Comon Pawpaw ([135075811](https://www.inaturalist.org/observations/135075811)).
Total guess on ID. Help appreciated.",1.0,135075811.0,Asimina triloba,common pawpaw,Plantae,Asimina triloba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,Asimina triloba,,,,,With some kind of leaf spot ([135075812](https://www.inaturalist.org/observations/135075812)),1.0
2022-09-09,Eastern Time (US & Canada),https://www.inaturalist.org/observations/135075812,https://inaturalist-open-data.s3.amazonaws.com/photos/230331921/medium.jpeg,,,United States,39.5778126796,-84.7629603584,,Preble,Ohio,United States,Parasitism,False,135075812.0,Phyllosticta asiminae,,Fungi,Phyllosticta asiminae,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Botryosphaeriales,,,Phyllostictaceae,,,,,Phyllosticta,,Phyllosticta asiminae,,,,,"On Comon Pawpaw ([135075811](https://www.inaturalist.org/observations/135075811)).
Total guess on ID. Help appreciated.",1.0,135075811.0,Asimina triloba,common pawpaw,Plantae,Asimina triloba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Annonaceae,,,,,Asimina,,Asimina triloba,,,,,With some kind of leaf spot ([135075812](https://www.inaturalist.org/observations/135075812)),1.0
2022-09-14,Eastern Time (US & Canada),https://www.inaturalist.org/observations/135098008,https://inaturalist-open-data.s3.amazonaws.com/photos/230380927/medium.jpg,,5.0,"Coleman Ave, Asheville, NC, US",35.6119083333,-82.5587916667,,Buncombe,North Carolina,United States,,False,135098008.0,Neoscona crucifera,Spotted Orbweaver,Arachnida,Neoscona crucifera,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Neoscona,,Neoscona crucifera,,,,,An orb weaver that I fed a cricket to on my friends back porch.,3.0,135098040.0,Tachycines asynamorus,Greenhouse Camel Cricket,Insecta,Tachycines asynamorus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Aemodogryllinae,,Aemodogryllini,,Tachycines,,Tachycines asynamorus,,,,,A cricket that I fed to an orb weaver on my friends back porch.,2.0
2022-09-15,Eastern Time (US & Canada),https://www.inaturalist.org/observations/135098040,https://inaturalist-open-data.s3.amazonaws.com/photos/230381009/medium.jpg,,5.0,"Coleman Ave, Asheville, NC, US",35.6119083333,-82.5587916667,,Buncombe,North Carolina,United States,,False,135098040.0,Tachycines asynamorus,Greenhouse Camel Cricket,Insecta,Tachycines asynamorus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Rhaphidophoroidea,Rhaphidophoridae,Aemodogryllinae,,Aemodogryllini,,Tachycines,,Tachycines asynamorus,,,,,A cricket that I fed to an orb weaver on my friends back porch.,2.0,135098008.0,Neoscona crucifera,Spotted Orbweaver,Arachnida,Neoscona crucifera,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Neoscona,,Neoscona crucifera,,,,,An orb weaver that I fed a cricket to on my friends back porch.,3.0
2022-08-28,Eastern Time (US & Canada),https://www.inaturalist.org/observations/135739899,https://static.inaturalist.org/photos/231561907/medium.jpeg,,7.0,"North Carolina, US",35.9627341962,-80.1433148955,,Davidson,North Carolina,United States,,False,132715319.0,,Hornworm Parasitoid Wasp,Insecta,Cotesia congregata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Cotesia,,Cotesia congregata,,,,,,2.0,135739899.0,Manduca sexta,Carolina Sphinx,Insecta,Manduca sexta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Sphinginae,,Sphingini,Sphingina,Manduca,,Manduca sexta,,,,,,2.0
1993-12-28,Nairobi,https://www.inaturalist.org/observations/135828266,https://inaturalist-open-data.s3.amazonaws.com/photos/231722705/medium.jpg,,20737.0,"Bariadi, Serengeti NP, TZ-SI, TZ",-2.6207009047,34.9454462271,,Bariadi,Simiyu,Tanzania,,False,135828266.0,Panthera leo melanochaita,Southern Lion,Mammalia,Panthera leo,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Pantherinae,,,,Panthera,,Panthera leo,,Panthera leo melanochaita,,,,3.0,135828446.0,Syncerus caffer caffer,Cape Buffalo,Mammalia,Syncerus caffer,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Syncerus,,Syncerus caffer,,Syncerus caffer caffer,,,,3.0
1993-12-28,Nairobi,https://www.inaturalist.org/observations/135828446,https://inaturalist-open-data.s3.amazonaws.com/photos/231722757/medium.jpg,,20737.0,"Bariadi, Serengeti NP, TZ-SI, TZ",-2.7090592106,34.800855522,,Bariadi,Simiyu,Tanzania,,False,135828266.0,,Southern Lion,Mammalia,Panthera leo,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Felidae,Pantherinae,,,,Panthera,,Panthera leo,,Panthera leo melanochaita,,,,3.0,135828446.0,Syncerus caffer caffer,Cape Buffalo,Mammalia,Syncerus caffer,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Syncerus,,Syncerus caffer,,Syncerus caffer caffer,,,,3.0
2022-09-23,Pacific Time (US & Canada),https://www.inaturalist.org/observations/136220580,https://inaturalist-open-data.s3.amazonaws.com/photos/232453536/medium.jpeg,,61.0,"Jefferson County, WA, USA",48.1187760634,-122.7497191763,,Jefferson,Washington,United States,"No, none of these",False,136220584.0,,Great Blue Heron,Aves,Ardea herodias,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,,"The  Great Blue Heron caught a huge fish, a Polypera greeni (Lobefin Snailfish), in the murky, seaweed-filled pool created with the low tide. I couldn't believe the heron could swallow it whole! And unfortunately this seems to be a rather rare fish. Then the heron immediately began looking for another fish.",4.0,136220580.0,Liparis greeni,Lobefin Snailfish,Actinopterygii,Liparis greeni,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Liparidae,,,,,Liparis,,Liparis greeni,,,,,"A Great Blue Heron caught an enormous and rather rare fish, a Polypera greeni (Lobefin Snailfish). The fish stayed limp in its beak until the heron turned it to swallow it whole, and then the fish squirmed. The last photo shows the heron swallowing the poor fish.",2.0
2022-09-23,Pacific Time (US & Canada),https://www.inaturalist.org/observations/136220584,https://inaturalist-open-data.s3.amazonaws.com/photos/232453641/medium.jpeg,,61.0,"Jefferson County, WA, USA",48.1187760634,-122.7497191763,,Jefferson,Washington,United States,"No, none of these",False,136220584.0,Ardea herodias,Great Blue Heron,Aves,Ardea herodias,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,,"The  Great Blue Heron caught a huge fish, a Polypera greeni (Lobefin Snailfish), in the murky, seaweed-filled pool created with the low tide. I couldn't believe the heron could swallow it whole! And unfortunately this seems to be a rather rare fish. Then the heron immediately began looking for another fish.",4.0,136220580.0,Liparis greeni,Lobefin Snailfish,Actinopterygii,Liparis greeni,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Liparidae,,,,,Liparis,,Liparis greeni,,,,,"A Great Blue Heron caught an enormous and rather rare fish, a Polypera greeni (Lobefin Snailfish). The fish stayed limp in its beak until the heron turned it to swallow it whole, and then the fish squirmed. The last photo shows the heron swallowing the poor fish.",2.0
