observed_on,time_zone,url,image_url,sound_url,positional_accuracy,place_guess,latitude,longitude,place_town_name,place_county_name,place_state_name,place_country_name,special_type_of_feeding,captive_cultivated,predator_id,predator_scientific_name,predator_common_name,predator_iconic_taxon_name,predator_taxon_species_name,predator_taxon_kingdom_name,predator_taxon_phylum_name,predator_taxon_subphylum_name,predator_taxon_superclass_name,predator_taxon_class_name,predator_taxon_subclass_name,predator_taxon_superorder_name,predator_taxon_order_name,predator_taxon_suborder_name,predator_taxon_superfamily_name,predator_taxon_family_name,predator_taxon_subfamily_name,predator_taxon_supertribe_name,predator_taxon_tribe_name,predator_taxon_subtribe_name,predator_taxon_genus_name,predator_taxon_genushybrid_name,predator_taxon_species_name,predator_taxon_hybrid_name,predator_taxon_subspecies_name,predator_taxon_variety_name,predator_taxon_form_name,predator_description,predator_agreements,prey_id,prey_scientific_name,prey_common_name,prey_iconic_taxon_name,prey_taxon_species_name,prey_taxon_kingdom_name,prey_taxon_phylum_name,prey_taxon_subphylum_name,prey_taxon_superclass_name,prey_taxon_class_name,prey_taxon_subclass_name,prey_taxon_superorder_name,prey_taxon_order_name,prey_taxon_suborder_name,prey_taxon_superfamily_name,prey_taxon_family_name,prey_taxon_subfamily_name,prey_taxon_supertribe_name,prey_taxon_tribe_name,prey_taxon_subtribe_name,prey_taxon_genus_name,prey_taxon_genushybrid_name,prey_taxon_species_name,prey_taxon_hybrid_name,prey_taxon_subspecies_name,prey_taxon_variety_name,prey_taxon_form_name,prey_description,prey_agreements
2021-06-24,Eastern Time (US & Canada),https://www.inaturalist.org/observations/84345068,https://inaturalist-open-data.s3.amazonaws.com/photos/138618285/medium.jpg,,22.0,"Laceflower Dr, Durham, NC, US",35.90517,-78.91462,,Durham,North Carolina,United States,Parasitism,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84345068.0,Acanthocephala declivis,Giant leaf-footed bug,Insecta,Acanthocephala declivis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Acanthocephalini,,Acanthocephala,,Acanthocephala declivis,,,,,,1.0
2021-06-24,Pacific Time (US & Canada),https://www.inaturalist.org/observations/84348739,https://inaturalist-open-data.s3.amazonaws.com/photos/138621919/medium.jpeg,,15.0,"Seattle, WA, USA",47.7139026391,-122.3801326955,,King,Washington,United States,"No, none of these",False,84348739.0,Ardea herodias,Great Blue Heron,Aves,Ardea herodias,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24,Pacific Time (US & Canada),https://www.inaturalist.org/observations/84355137,https://inaturalist-open-data.s3.amazonaws.com/photos/138632054/medium.jpeg,,31.0,"Seattle, WA, USA",47.716385818,-122.3782766068,,King,Washington,United States,"No, none of these",False,84355137.0,Ardea herodias,Great Blue Heron,Aves,Ardea herodias,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25,Hawaii,https://www.inaturalist.org/observations/84476329,https://inaturalist-open-data.s3.amazonaws.com/photos/138849108/medium.jpg,,23.0,"SR-175, Marion, AL, US",32.6974716667,-87.2594533333,,Perry,Alabama,United States,"No, none of these",False,84476329.0,Pantherophis spiloides,Gray Ratsnake,Reptilia,Pantherophis spiloides,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Colubrinae,,,,Pantherophis,,Pantherophis spiloides,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,Pretoria,https://www.inaturalist.org/observations/84740843,https://inaturalist-open-data.s3.amazonaws.com/photos/139272025/medium.jpg,,100.0,"iSimangaliso, South Africa",-28.3325,32.3633,,Hlabisa,KwaZulu-Natal,South Africa,,False,84740843.0,Estrilda astrild tenebridorsa,Bushveld Common Waxbill,Aves,Estrilda astrild,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Estrilda,,Estrilda astrild,,Estrilda astrild tenebridorsa,,,See plant  https://www.inaturalist.org/observations/84740841,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,Eastern Time (US & Canada),https://www.inaturalist.org/observations/84745133,https://inaturalist-open-data.s3.amazonaws.com/photos/139317606/medium.jpeg,,,"Indiana, US",39.3883214957,-86.4056173869,,Morgan,Indiana,United States,"No, none of these",False,84745133.0,Phidippus audax,Bold Jumping Spider,Arachnida,Phidippus audax,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Dendryphantini,Dendryphantina,Phidippus,,Phidippus audax,,,,,For the spider.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-02,Eastern Time (US & Canada),https://www.inaturalist.org/observations/84776483,https://inaturalist-open-data.s3.amazonaws.com/photos/139375170/medium.jpeg,,59.0,"Indiana, US",40.4972185261,-86.952677924,,Tippecanoe,Indiana,United States,"No, none of these",False,84776483.0,Pandion haliaetus,Osprey,Aves,Pandion haliaetus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,,,,Pandion,,Pandion haliaetus,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,Eastern Time (US & Canada),https://www.inaturalist.org/observations/84791471,https://inaturalist-open-data.s3.amazonaws.com/photos/139400592/medium.jpeg,,8.0,"Towson, MD, USA",39.4079329102,-76.5948157314,,Baltimore,Maryland,United States,"No, none of these",False,84791471.0,Passer domesticus,House Sparrow,Aves,Passer domesticus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer domesticus,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,Helsinki,https://www.inaturalist.org/observations/84820354,https://static.inaturalist.org/photos/139456885/medium.jpg,,15.0,"Pikku Kallahti, Helsinki, Finland",60.197001845,25.133918299,Helsinki,Uusimaa,Southern Finland,Finland,,False,84820354.0,Larus argentatus,European Herring Gull,Aves,Larus argentatus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Larus,,Larus argentatus,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,Pretoria,https://www.inaturalist.org/observations/84867836,https://inaturalist-open-data.s3.amazonaws.com/photos/139536481/medium.jpeg,,50.0,"iSimangaliso, South Africa",-28.3188,32.3869,,Hlabisa,KwaZulu-Natal,South Africa,,False,84867836.0,Corythornis cristatus cristatus,Southern Malachite Kingfisher,Aves,Corythornis cristatus,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,Alcedininae,,,,Corythornis,,Corythornis cristatus,,Corythornis cristatus cristatus,,,See prey  https://www.inaturalist.org/observations/84867837,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,Central Time (US & Canada),https://www.inaturalist.org/observations/84905356,https://inaturalist-open-data.s3.amazonaws.com/photos/139608860/medium.jpeg,,4.0,"Louisiana, US",30.2888238936,-90.1672474051,,St. Tammany,Louisiana,United States,"No, none of these",False,84905356.0,Erythemis simplicicollis,Eastern Pondhawk,Insecta,Erythemis simplicicollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Erythemis,,Erythemis simplicicollis,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,Pretoria,https://www.inaturalist.org/observations/85118772,https://inaturalist-open-data.s3.amazonaws.com/photos/139968474/medium.jpeg,,100.0," iSimangaliso, South Africa",-28.3159,32.3628,,Hlabisa,KwaZulu-Natal,South Africa,,False,85118772.0,Vanellus lugubris,Senegal Lapwing,Aves,Vanellus lugubris,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Charadriidae,,,,,Vanellus,,Vanellus lugubris,,,,,See food  https://www.inaturalist.org/observations/85118774,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,Eastern Time (US & Canada),https://www.inaturalist.org/observations/85520429,https://inaturalist-open-data.s3.amazonaws.com/photos/140719130/medium.jpg,,2.0,"Richmond, IN 47374, USA",39.8387293798,-84.8479926012,,Wayne,Indiana,United States,"No, none of these",False,85520429.0,Passer domesticus,House Sparrow,Aves,Passer domesticus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer domesticus,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,Pretoria,https://www.inaturalist.org/observations/85812064,https://inaturalist-open-data.s3.amazonaws.com/photos/141242128/medium.jpeg,,100.0,"iSimangaliso, South Africa",-28.3035,32.4542,,Hlabisa,KwaZulu-Natal,South Africa,,False,85812064.0,Ardea alba melanorhynchos,African Great Egret,Aves,Ardea alba,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea alba,,Ardea alba melanorhynchos,,,See food  https://www.inaturalist.org/observations/85812063,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02,Pacific Time (US & Canada),https://www.inaturalist.org/observations/85866160,https://inaturalist-open-data.s3.amazonaws.com/photos/141351365/medium.jpeg,,15.0,"San Mateo County, CA, USA",37.1574919562,-122.3603042187,,San Mateo,California,United States,,False,85866160.0,Cicindela oregona,Western Tiger Beetle,Insecta,Cicindela oregona,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Cicindelidae,,,Cicindelini,Cicindelina,Cicindela,,Cicindela oregona,,,,,With prey (see esp. image 3.),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,Pretoria,https://www.inaturalist.org/observations/86062717,https://inaturalist-open-data.s3.amazonaws.com/photos/141677127/medium.jpeg,,50.0,"iSimangaliso, South Africa",-28.278,32.4853,,Hlabisa,KwaZulu-Natal,South Africa,,False,86062717.0,Chromolaena odorata,Siam weed,Plantae,Chromolaena odorata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eupatorieae,Praxelinae,Chromolaena,,Chromolaena odorata,,,,,"See butterfly  https://www.inaturalist.org/observations/86062718
See moth  https://www.inaturalist.org/observations/86062721
See wasp  https://www.inaturalist.org/observations/86062722
See butterfly  https://www.inaturalist.org/observations/86062723
See butterfly  https://www.inaturalist.org/observations/86062724",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,Pretoria,https://www.inaturalist.org/observations/86062747,https://inaturalist-open-data.s3.amazonaws.com/photos/141679984/medium.jpeg,,100.0,"iSimangaliso, South Africa",-28.2677,32.4782,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86062747.0,Senecio deltoideus,Climbing Ragwort,Plantae,Senecio deltoideus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio deltoideus,,,,,"See bee  https://www.inaturalist.org/observations/86062744
See fly  https://www.inaturalist.org/observations/86062750",1.0
2021-07-03,Pretoria,https://www.inaturalist.org/observations/86062776,https://inaturalist-open-data.s3.amazonaws.com/photos/141682333/medium.jpeg,,100.0,"iSimangaliso, South Africa",-28.2807,32.4693,,Hlabisa,KwaZulu-Natal,South Africa,,False,86062776.0,Guttera edouardi edouard,Southern Crested Guineafowl,Aves,Guttera edouardi,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Numididae,,,,,Guttera,,Guttera edouardi,,Guttera edouardi edouardi,,,"See plant  https://www.inaturalist.org/observations/86062770
See plant  https://www.inaturalist.org/observations/86062771",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,Eastern Time (US & Canada),https://www.inaturalist.org/observations/86125668,https://inaturalist-open-data.s3.amazonaws.com/photos/141826195/medium.jpeg,,40.0,"Marathon, FL 33050, USA",24.7119652323,-81.097677903,,Monroe,Florida,United States,"No, none of these",False,86125668.0,Sterna dougallii,Roseate Tern,Aves,Sterna dougallii,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sterna,,Sterna dougallii,,,,,"known breeding colony
",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08,Central Time (US & Canada),https://www.inaturalist.org/observations/86182331,https://static.inaturalist.org/photos/141931451/medium.jpeg,,6.0,"San Antonio, TX 78230, USA",29.5423840299,-98.5716024041,San Antonio,Bexar,Texas,United States,,False,86182331.0,Dione vanillae,Gulf Fritillary,Insecta,Dione vanillae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dione,,Dione vanillae,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08,Central Time (US & Canada),https://www.inaturalist.org/observations/86205460,https://static.inaturalist.org/photos/141973774/medium.jpeg,,18.0,"Warren, WI, USA",44.0371006341,-89.0825380012,,Waushara,Wisconsin,United States,,False,86205460.0,Araneus gemmoides,Cat-faced Orbweaver,Arachnida,Araneus gemmoides,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Araneus,,Araneus gemmoides,,,,,Outside an apiary shop,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,UTC,https://www.inaturalist.org/observations/86240655,https://inaturalist-open-data.s3.amazonaws.com/photos/142040861/medium.jpg,,8.0,"Porter County, IN, USA",41.6609246375,-87.0604760516,,Porter,Indiana,United States,"No, none of these",False,86240655.0,Vulpes vulpes,Red Fox,Mammalia,Vulpes vulpes,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Vulpes,,Vulpes vulpes,,,,,Carrying a squirrel that it caught.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,Paris,https://www.inaturalist.org/observations/86316481,https://inaturalist-open-data.s3.amazonaws.com/photos/142177927/medium.jpeg,,31241.0,"Bordj Bou Arreridj, Algérie",36.0739925,4.7630271,,Bordj Bou Arreridj,Bordj Bou Arréridj,Algeria,"No, none of these",False,86316481.0,Coracias garrulus,European Roller,Aves,Coracias garrulus,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Coraciidae,,,,,Coracias,,Coracias garrulus,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-04,Pretoria,https://www.inaturalist.org/observations/86379203,https://inaturalist-open-data.s3.amazonaws.com/photos/142285907/medium.jpeg,,100.0,"iSimangaliso, South Africa",-28.2667,32.3852,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86379203.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,,1.0
2021-07-10,Pretoria,https://www.inaturalist.org/observations/86523950,https://inaturalist-open-data.s3.amazonaws.com/photos/142546547/medium.jpeg,,500.0,"St Lucia, South Africa",-28.3529,32.4185,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86523950.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See flier    https://www.inaturalist.org/observations/86523951
See fly  https://www.inaturalist.org/observations/86523952
See butterfly  https://www.inaturalist.org/observations/86523955
See beetle  https://www.inaturalist.org/observations/86523956",1.0
2021-07-10,Pretoria,https://www.inaturalist.org/observations/86523950,https://inaturalist-open-data.s3.amazonaws.com/photos/142546547/medium.jpeg,,500.0,"St Lucia, South Africa",-28.3529,32.4185,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86523950.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See flier    https://www.inaturalist.org/observations/86523951
See fly  https://www.inaturalist.org/observations/86523952
See butterfly  https://www.inaturalist.org/observations/86523955
See beetle  https://www.inaturalist.org/observations/86523956",1.0
2021-07-10,Pretoria,https://www.inaturalist.org/observations/86523958,https://inaturalist-open-data.s3.amazonaws.com/photos/142546861/medium.jpeg,,500.0,"St Lucia, South Africa",-28.3529,32.4185,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86523958.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See butterfly  https://www.inaturalist.org/observations/86523959
See fly  https://www.inaturalist.org/observations/86523960",1.0
2021-07-10,Pretoria,https://www.inaturalist.org/observations/86523965,https://inaturalist-open-data.s3.amazonaws.com/photos/142547127/medium.jpeg,,500.0,"St Lucia, South Africa",-28.3529,32.4185,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86523965.0,Bridelia micrantha,Coastal Goldenleaf,Plantae,Bridelia micrantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Phyllanthaceae,Phyllanthoideae,,Bridelieae,,Bridelia,,Bridelia micrantha,,,,,"See bagmoth  https://www.inaturalist.org/observations/86523963
See ant  https://www.inaturalist.org/observations/86523964",1.0
2017-01-30,London,https://www.inaturalist.org/observations/86665664,https://static.inaturalist.org/photos/142805750/medium.jpg,,20585.0,Tanzania,-7.7226970195,38.0005699028,,Rufiji,Pwani,Tanzania,"No, none of these",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86665664.0,Hippopotamus amphibius,Common Hippopotamus,Mammalia,Hippopotamus amphibius,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Hippopotamidae,,,,,Hippopotamus,,Hippopotamus amphibius,,,,,Observation is for the hippo. The lion is logged as a separate observation.,3.0
2014-03-20,West Central Africa,https://www.inaturalist.org/observations/86747211,https://inaturalist-open-data.s3.amazonaws.com/photos/142957788/medium.jpg,,50.0,"TCT Dalmann Catapu, Mozambique",-18.085245,35.18229,,Cheringoma,Sofala,Mozambique,,False,86747211.0,Trichonephila senegalensis,banded-legged golden orb-web spider,Arachnida,Trichonephila senegalensis,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Nephilidae,,,,,Trichonephila,,Trichonephila senegalensis,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,Eastern Time (US & Canada),https://www.inaturalist.org/observations/86963643,https://inaturalist-open-data.s3.amazonaws.com/photos/143354854/medium.jpg,,,"Key Largo, Key Largo, FL, US",25.0781583333,-80.4605866667,,Monroe,Florida,United States,"No, none of these",False,86963643.0,Anolis sagrei,Brown Anole,Reptilia,Anolis sagrei,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Anolidae,,,,,Anolis,,Anolis sagrei,,,,,It hunted down an insect in the grass and consumed it.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313084,https://inaturalist-open-data.s3.amazonaws.com/photos/143923325/medium.jpeg,,50.0,"St Lucia, South Africa",-28.3593,32.4227,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87313084.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See  butterfly  https://www.inaturalist.org/observations/87313083
See butterfly  https://www.inaturalist.org/observations/87313088
See beetle  https://www.inaturalist.org/observations/87313085
See beetle  https://www.inaturalist.org/observations/87313090
See bee  https://www.inaturalist.org/observations/87313093
",1.0
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313084,https://inaturalist-open-data.s3.amazonaws.com/photos/143923325/medium.jpeg,,50.0,"St Lucia, South Africa",-28.3593,32.4227,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87313084.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See  butterfly  https://www.inaturalist.org/observations/87313083
See butterfly  https://www.inaturalist.org/observations/87313088
See beetle  https://www.inaturalist.org/observations/87313085
See beetle  https://www.inaturalist.org/observations/87313090
See bee  https://www.inaturalist.org/observations/87313093
",1.0
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313084,https://inaturalist-open-data.s3.amazonaws.com/photos/143923325/medium.jpeg,,50.0,"St Lucia, South Africa",-28.3593,32.4227,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87313084.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See  butterfly  https://www.inaturalist.org/observations/87313083
See butterfly  https://www.inaturalist.org/observations/87313088
See beetle  https://www.inaturalist.org/observations/87313085
See beetle  https://www.inaturalist.org/observations/87313090
See bee  https://www.inaturalist.org/observations/87313093
",1.0
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313084,https://inaturalist-open-data.s3.amazonaws.com/photos/143923325/medium.jpeg,,50.0,"St Lucia, South Africa",-28.3593,32.4227,,Hlabisa,KwaZulu-Natal,South Africa,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87313084.0,Distephanus angulifolius,Trailing Bitter-tea,Plantae,Distephanus angulifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Vernonioideae,,Vernonieae,Distephaninae,Distephanus,,Distephanus angulifolius,,,,,"See  butterfly  https://www.inaturalist.org/observations/87313083
See butterfly  https://www.inaturalist.org/observations/87313088
See beetle  https://www.inaturalist.org/observations/87313085
See beetle  https://www.inaturalist.org/observations/87313090
See bee  https://www.inaturalist.org/observations/87313093
",1.0
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313117,https://inaturalist-open-data.s3.amazonaws.com/photos/143925618/medium.jpeg,,150.0,"iSimangaliso, South Africa",-28.2601,32.4736,,Hlabisa,KwaZulu-Natal,South Africa,,False,87313117.0,Tachybaptus ruficollis capensis,African Little Grebe,Aves,Tachybaptus ruficollis,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Tachybaptus,,Tachybaptus ruficollis,,Tachybaptus ruficollis capensis,,,"See frog  https://www.inaturalist.org/observations/87313121
See frog  https://www.inaturalist.org/observations/87313128
See frog  https://www.inaturalist.org/observations/87313129
See frog  https://www.inaturalist.org/observations/87313131",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313117,https://inaturalist-open-data.s3.amazonaws.com/photos/143925618/medium.jpeg,,150.0,"iSimangaliso, South Africa",-28.2601,32.4736,,Hlabisa,KwaZulu-Natal,South Africa,,False,87313117.0,Tachybaptus ruficollis capensis,African Little Grebe,Aves,Tachybaptus ruficollis,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Tachybaptus,,Tachybaptus ruficollis,,Tachybaptus ruficollis capensis,,,"See frog  https://www.inaturalist.org/observations/87313121
See frog  https://www.inaturalist.org/observations/87313128
See frog  https://www.inaturalist.org/observations/87313129
See frog  https://www.inaturalist.org/observations/87313131",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313117,https://inaturalist-open-data.s3.amazonaws.com/photos/143925618/medium.jpeg,,150.0,"iSimangaliso, South Africa",-28.2601,32.4736,,Hlabisa,KwaZulu-Natal,South Africa,,False,87313117.0,Tachybaptus ruficollis capensis,African Little Grebe,Aves,Tachybaptus ruficollis,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Tachybaptus,,Tachybaptus ruficollis,,Tachybaptus ruficollis capensis,,,"See frog  https://www.inaturalist.org/observations/87313121
See frog  https://www.inaturalist.org/observations/87313128
See frog  https://www.inaturalist.org/observations/87313129
See frog  https://www.inaturalist.org/observations/87313131",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313117,https://inaturalist-open-data.s3.amazonaws.com/photos/143925618/medium.jpeg,,150.0,"iSimangaliso, South Africa",-28.2601,32.4736,,Hlabisa,KwaZulu-Natal,South Africa,,False,87313117.0,Tachybaptus ruficollis capensis,African Little Grebe,Aves,Tachybaptus ruficollis,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Tachybaptus,,Tachybaptus ruficollis,,Tachybaptus ruficollis capensis,,,"See frog  https://www.inaturalist.org/observations/87313121
See frog  https://www.inaturalist.org/observations/87313128
See frog  https://www.inaturalist.org/observations/87313129
See frog  https://www.inaturalist.org/observations/87313131",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,Pretoria,https://www.inaturalist.org/observations/87313122,https://inaturalist-open-data.s3.amazonaws.com/photos/143925963/medium.jpeg,,150.0,"iSimangaliso, South Africa",-28.2601,32.4736,,Hlabisa,KwaZulu-Natal,South Africa,,False,87313122.0,Ardea cinerea cinerea,Western Grey Heron,Aves,Ardea cinerea,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea cinerea,,Ardea cinerea cinerea,,,See frog  https://www.inaturalist.org/observations/87313123,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
