predator_scientific_name,prey_scientific_name,observed_on,time_zone,image_url,sound_url,positional_accuracy,place,place_town,place_county,place_state,place_country,latitude,longitude,type_of_feeding,url,captive_cultivated,description,prey_agreements,predator_agreements
Cercopithecus mitis erythrarchus,Vachellia kosiensis,2021-07-16,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/144305278/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.1507,32.546,,https://www.inaturalist.org/observations/87523978,False,,1.0,1.0
Saxicola torquatus torquatus,Estigmene trivitta,2021-07-17,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/144328428/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.3414,32.3749,,https://www.inaturalist.org/observations/87534459,False,,1.0,1.0
Saxicola torquatus,Estigmene trivitta,2021-07-17,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/144328459/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.3414,32.3749,,https://www.inaturalist.org/observations/87534460,False,,1.0,1.0
Enoplognatha ovata,Meconema meridionale,2021-07-19,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/144628909/medium.jpeg,,,"Crown Hill, Seattle, WA, USA",,King,Washington,United States,47.6988863544,-122.3705399036,"No, none of these",https://www.inaturalist.org/observations/87704686,False,,3.0,1.0
Enoplognatha ovata,Meconema meridionale,2021-07-19,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/144629116/medium.jpeg,,3.0,"Crown Hill, Seattle, WA, USA",,King,Washington,United States,47.6988850005,-122.3705419153,"No, none of these",https://www.inaturalist.org/observations/87704801,False,,3.0,1.0
Accipiter striatus,Dryobates pubescens,2020-12-27,Hawaii,https://inaturalist-open-data.s3.amazonaws.com/photos/144660841/medium.jpeg,,1765.0,"Winnebago County, WI, USA",,Winnebago,Wisconsin,United States,44.1987722313,-88.6656095269,,https://www.inaturalist.org/observations/87730539,False,,1.0,5.0
Accipiter striatus,Dryobates pubescens,2020-12-27,Hawaii,https://inaturalist-open-data.s3.amazonaws.com/photos/144660841/medium.jpeg,,1765.0,"Winnebago County, WI, USA",,Winnebago,Wisconsin,United States,44.1987722313,-88.6656095269,,https://www.inaturalist.org/observations/87730545,False,,1.0,5.0
Cyanomitra olivacea,Strelitzia nicolai,2021-07-19,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/145165813/medium.jpeg,,500.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.274,32.4904,,https://www.inaturalist.org/observations/88027599,False,,2.0,3.0
Cyanomitra olivacea,Strelitzia nicolai,2021-07-19,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/145165948/medium.jpeg,,500.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.274,32.4904,,https://www.inaturalist.org/observations/88027601,False,,2.0,3.0
Urocolius indicus,Ficus burkei,2021-06-19,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/145885729/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113359885,31.0808908314,,https://www.inaturalist.org/observations/88422072,False,,1.0,2.0
Vespula,Nadata gibbosa,2021-07-25,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/146143640/medium.jpeg,,,"Pigeon Forge, TN 37862, USA",,Sevier,Tennessee,United States,35.6720479722,-83.5837489722,"No, none of these",https://www.inaturalist.org/observations/88568683,False,,1.0,1.0
Urocolius indicus,Ficus burkei,2021-07-27,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/146564191/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113410958,31.0808961958,,https://www.inaturalist.org/observations/88799916,False,,1.0,2.0
Crithagra mozambica,Ficus burkei,2021-07-27,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/146564191/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113410958,31.0808961958,,https://www.inaturalist.org/observations/88799916,False,,1.0,1.0
Stactolaema whytii,Ficus burkei,2021-07-27,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/146564191/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113410958,31.0808961958,,https://www.inaturalist.org/observations/88799916,False,,1.0,2.0
Pycnonotus barbatus,Ficus burkei,2021-07-27,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/146564191/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113410958,31.0808961958,,https://www.inaturalist.org/observations/88799916,False,,1.0,2.0
Gallirex porphyreolophus,Ficus burkei,2021-07-27,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/146564191/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113410958,31.0808961958,,https://www.inaturalist.org/observations/88799916,False,,1.0,2.0
Eratigena agrestis,Forficula auricularia,2021-07-27,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/147093140/medium.jpg,,5.0,"Marsnow Dr, Thornhill, ON, CA",,York,Ontario,Canada,43.83063667,-79.41182833,"No, none of these",https://www.inaturalist.org/observations/89098874,False,,1.0,2.0
Eratigena agrestis,Forficula auricularia,2021-07-27,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/147093250/medium.jpg,,5.0,"Marsnow Dr, Thornhill, ON, CA",,York,Ontario,Canada,43.83063667,-79.41182833,"No, none of these",https://www.inaturalist.org/observations/89098903,False,,1.0,2.0
Heteropoda venatoria,Hemidactylus turcicus,2021-07-29,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/147112126/medium.jpeg,,,"Archer, FL 32618, USA",,Alachua,Florida,United States,29.6057069722,-82.5243689722,"No, none of these",https://www.inaturalist.org/observations/89109493,False,,6.0,3.0
Heteropoda venatoria,Hemidactylus turcicus,2021-07-29,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/147112888/medium.jpeg,,,"Archer, FL 32618, USA",,Alachua,Florida,United States,29.6057069722,-82.5243689722,"No, none of these",https://www.inaturalist.org/observations/89110001,False,,6.0,3.0
Crithagra mozambica,Ficus burkei,2021-08-04,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/148499359/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113513104,31.0809122891,,https://www.inaturalist.org/observations/89895116,False,,1.0,1.0
Stactolaema whytii,Ficus burkei,2021-08-04,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/148499800/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113462031,31.0809122891,,https://www.inaturalist.org/observations/89895376,False,,1.0,2.0
Pycnonotus barbatus layardi,Ficus burkei,2021-08-04,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/148500324/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.8113410958,31.0809069246,,https://www.inaturalist.org/observations/89895711,False,,1.0,2.0
Apis mellifera,Anchusa officinalis,2021-08-04,Pacific Time (US & Canada),https://static.inaturalist.org/photos/148556472/medium.jpeg,,778.0,"Washington, US",,Spokane,Washington,United States,47.7921265869,-117.3196188192,Pollination,https://www.inaturalist.org/observations/89928128,False,,1.0,1.0
Gallirex porphyreolophus porphyreolophus,Ficus burkei,2021-08-05,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/148738222/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811361525,31.0808908314,,https://www.inaturalist.org/observations/90029685,False,,1.0,2.0
Ochlodes sylvanoides,Anchusa officinalis,2021-08-05,Pacific Time (US & Canada),https://static.inaturalist.org/photos/148774731/medium.jpeg,,12.0,"Washington, US",,Spokane,Washington,United States,47.6817386065,-117.3368891509,Pollination,https://www.inaturalist.org/observations/90050415,False,,1.0,1.0
Astur gentilis,Fulica atra,2019-10-19,Berlin,https://inaturalist-open-data.s3.amazonaws.com/photos/149007507/medium.jpeg,,100.0,"Weimar (Lahn), Deutschland",,Marburg-Biedenkopf,Hessen,Germany,50.7307850894,8.7079760991,,https://www.inaturalist.org/observations/90178562,False,,37.0,4.0
Amauris albimaculata,Volkameria glabra,2021-08-09,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/150312194/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2639,32.482,,https://www.inaturalist.org/observations/90924766,False,,2.0,2.0
Amauris albimaculata albimaculata,Volkameria glabra,2021-08-09,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/150312261/medium.jpg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2639,32.482,,https://www.inaturalist.org/observations/90924767,False,,2.0,2.0
Cardinalis cardinalis,Armadillidium,2021-07-15,Pacific Time (US & Canada),https://static.inaturalist.org/photos/150617739/medium.jpg,,122.0,"East Forest, Charlotte, NC, USA",,Mecklenburg,North Carolina,United States,35.1500691824,-80.7423019057,"No, none of these",https://www.inaturalist.org/observations/91090099,False,,2.0,2.0
Cardinalis cardinalis,Armadillidium,2021-07-15,Pacific Time (US & Canada),https://static.inaturalist.org/photos/150617749/medium.jpg,,122.0,"East Forest, Charlotte, NC, USA",,Mecklenburg,North Carolina,United States,35.1500691824,-80.7423019057,"No, none of these",https://www.inaturalist.org/observations/91090100,False,,2.0,2.0
Vespula maculifrons,Neotibicen lyricen engelhardti,2021-08-14,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/150681121/medium.jpg,,22.0,"North Carolina, US",,Chatham,North Carolina,United States,35.9596776428,-79.0889810017,"No, none of these",https://www.inaturalist.org/observations/91125304,False,,2.0,2.0
Vespula maculifrons,Neotibicen lyricen engelhardti,2021-08-14,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/150681360/medium.jpg,,22.0,"North Carolina, US",,Chatham,North Carolina,United States,35.9110226609,-79.0151417391,"No, none of these",https://www.inaturalist.org/observations/91125524,False,,2.0,2.0
Harmonia axyridis,Harmonia axyridis,2021-08-16,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/151524308/medium.jpg,,4.0,"Farrington Rd, Durham, NC, US",,Durham,North Carolina,United States,35.9086383333,-78.9804216667,"No, none of these",https://www.inaturalist.org/observations/91588552,False,,2.0,1.0
Harmonia axyridis,Harmonia axyridis,2021-08-16,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/151524308/medium.jpg,,4.0,"Farrington Rd, Durham, NC, US",,Durham,North Carolina,United States,35.9086383333,-78.9804216667,"No, none of these",https://www.inaturalist.org/observations/91588952,False,,2.0,1.0
Thamnophis sirtalis,Anaxyrus americanus,2021-08-19,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/151887526/medium.jpg,,16.0,"Red Rocks Park, South Burlington, VT, US",South Burlington,Chittenden,Vermont,United States,44.44348,-73.2313216667,"No, none of these",https://www.inaturalist.org/observations/91790925,False,,1.0,2.0
Thamnophis sirtalis,Anaxyrus americanus,2021-08-19,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/151888246/medium.jpg,,16.0,"Red Rocks Park, South Burlington, VT, US",South Burlington,Chittenden,Vermont,United States,44.4435166667,-73.23133,"No, none of these",https://www.inaturalist.org/observations/91791324,False,,1.0,2.0
Ursus americanus,Odocoileus hemionus columbianus,2021-08-16,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/152063649/medium.jpeg,,13.0,"Harbor, OR 97415, USA",,Curry,Oregon,United States,42.1479936872,-123.9506989717,Scavenging,https://www.inaturalist.org/observations/91889319,False,,2.0,3.0
Ursus americanus,Odocoileus hemionus columbianus,2021-08-16,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/152064587/medium.jpeg,,23.0,"Harbor, OR 97415, USA",,Curry,Oregon,United States,42.1467796186,-123.9498088136,Scavenging,https://www.inaturalist.org/observations/91889761,False,,2.0,3.0
Felis catus,Leptopelis natalensis,2021-08-21,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/152492600/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/92137264,False,,2.0,4.0
Felis catus,Leptopelis natalensis,2021-08-21,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/152520120/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/92144531,False,,2.0,4.0
Giraffa giraffa giraffa,Sclerocroton integerrimus,2021-08-22,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/152976144/medium.jpeg,,200.0," iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.236,32.3978,,https://www.inaturalist.org/observations/92394537,False,,1.0,3.0
Giraffa giraffa,Syzygium cordatum cordatum,2021-08-22,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/152977027/medium.jpeg,,200.0," iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.236,32.3978,,https://www.inaturalist.org/observations/92394552,False,,1.0,5.0
Giraffa giraffa,Sclerocroton integerrimus,2021-08-22,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/152977274/medium.jpeg,,200.0," iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.236,32.3978,,https://www.inaturalist.org/observations/92394555,False,,1.0,3.0
Argiope lobata,Aricia cramera,2021-08-30,Amsterdam,https://inaturalist-open-data.s3.amazonaws.com/photos/154241060/medium.jpg,,8.0,"29200 Antequera, Provinz Málaga, Spanien",,Málaga,Andalucía,Spain,37.0171195251,-4.5550693289,"No, none of these",https://www.inaturalist.org/observations/93096614,False,,1.0,2.0
Thamnophis sirtalis,Anaxyrus americanus americanus,2021-08-31,Central Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/154532891/medium.jpeg,,,"Lac du Bonnet, MB, Canada",,Division No. 1,Manitoba,Canada,50.18432762,-96.22332719,"No, none of these",https://www.inaturalist.org/observations/93253933,False,,1.0,2.0
Thamnophis sirtalis,Anaxyrus americanus americanus,2021-08-31,Central Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/154533015/medium.jpeg,,,"Lac du Bonnet, MB, Canada",,Division No. 1,Manitoba,Canada,50.18432762,-96.22332719,"No, none of these",https://www.inaturalist.org/observations/93253934,False,,1.0,2.0
Enhydra lutris nereis,Urechis caupo,2021-09-04,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/156848266/medium.jpg,,28476.0,"California, US",,Monterey,California,United States,36.9774794428,-121.6821046993,,https://www.inaturalist.org/observations/94545153,False,,2.0,4.0
Enhydra lutris,Urechis caupo,2021-09-04,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/156850036/medium.jpg,,,"Elkhorn Slough, Moss Landing, CA, US",,Monterey,California,United States,36.8071383333,-121.7876966667,,https://www.inaturalist.org/observations/94545832,False,,2.0,4.0
Peucetia viridans,Dione vanillae,2021-09-11,Central Time (US & Canada),https://static.inaturalist.org/photos/156933859/medium.jpg,,,"Rapides Parish, LA, USA",,Rapides,Louisiana,United States,31.1592266667,-92.4704616667,,https://www.inaturalist.org/observations/94594217,False,,2.0,1.0
Peucetia viridans,Dione vanillae,2021-09-11,Central Time (US & Canada),https://static.inaturalist.org/photos/156933859/medium.jpg,,,"Rapides Parish, LA, USA",,Rapides,Louisiana,United States,31.1592266667,-92.4704616667,,https://www.inaturalist.org/observations/94594562,False,,2.0,1.0
Peucetia viridans,Bombus impatiens,2021-09-11,Central Time (US & Canada),https://static.inaturalist.org/photos/156935686/medium.jpg,,,"Rapides Parish, LA, USA",,Rapides,Louisiana,United States,31.1998683333,-92.57321,,https://www.inaturalist.org/observations/94595498,False,,3.0,1.0
Peucetia viridans,Bombus impatiens,2021-09-11,Central Time (US & Canada),https://static.inaturalist.org/photos/156935686/medium.jpg,,,"Rapides Parish, LA, USA",,Rapides,Louisiana,United States,31.1998683333,-92.57321,,https://www.inaturalist.org/observations/94595624,False,,3.0,1.0
Lampropeltis getula,Agkistrodon contortrix,2021-09-15,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/157575929/medium.jpg,,3.0,"York River State Park, Williamsburg, VA, US",,James City,Virginia,United States,37.4216872361,-76.7363014911,Scavenging,https://www.inaturalist.org/observations/94949194,False,,8.0,13.0
Lampropeltis getula,Agkistrodon contortrix,2021-09-15,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/157620197/medium.jpg,,3.0,"York River State Park, Williamsburg, VA, US",,James City,Virginia,United States,37.4217333333,-76.7363966667,Scavenging,https://www.inaturalist.org/observations/94978892,False,,8.0,13.0
Pheidole megacephala,Hyperolius pusillus,2021-10-01,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/161011464/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/96882979,False,,1.0,1.0
Pheidole megacephala,Hyperolius pusillus,2021-10-01,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/161011472/medium.jpg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/96882980,False,,1.0,1.0
Ardea cinerea,Anguilla anguilla,2021-10-01,Lisbon,https://inaturalist-open-data.s3.amazonaws.com/photos/161705460/medium.jpeg,,,Portugal,,Sesimbra,Setúbal,Portugal,38.5926399114,-9.0961479861,,https://www.inaturalist.org/observations/97254274,False,,6.0,5.0
Ardea cinerea,Anguilla anguilla,2021-10-01,Lisbon,https://inaturalist-open-data.s3.amazonaws.com/photos/161705465/medium.jpeg,,,"Sesimbra, Portugal",,Sesimbra,Setúbal,Portugal,38.5203716667,-9.15393,,https://www.inaturalist.org/observations/97254276,False,,6.0,5.0
Quiscalus quiscula,Lithobates pipiens,2021-07-18,Central Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/162361730/medium.jpg,,1007.0,Horicon Marsh - Auto Tour,,Dodge,Wisconsin,United States,43.6241665234,-88.6702955008,"No, none of these",https://www.inaturalist.org/observations/97610244,False,,3.0,2.0
Quiscalus quiscula,Lithobates pipiens,2021-07-18,Central Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/162361731/medium.jpg,,1007.0,Horicon Marsh - Auto Tour,,Dodge,Wisconsin,United States,43.6241665234,-88.6702955008,"No, none of these",https://www.inaturalist.org/observations/97610245,False,,3.0,2.0
Apis mellifera,Ficus sur,2021-10-11,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/162859395/medium.jpg,,6.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811642426,31.0807728142,,https://www.inaturalist.org/observations/97880138,False,,1.0,1.0
Gonimbrasia zambesina,Acokanthera oblongifolia,2021-10-14,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/163758069/medium.jpeg,,100.0,"Marnik Lodge, Monzi, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.4333,32.3039,,https://www.inaturalist.org/observations/98368575,False,,1.0,1.0
Gonimbrasia zambesina,Acokanthera oblongifolia,2021-10-14,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/163758272/medium.jpeg,,100.0,"Marnik Lodge, Monzi, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.4333,32.3039,,https://www.inaturalist.org/observations/98368576,False,,1.0,1.0
Camponotus cinctellus,Mops pumilus,2021-10-04,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/164007348/medium.jpg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/98518083,False,,1.0,1.0
Camponotus cinctellus,Mops pumilus,2021-10-04,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/164007525/medium.jpeg,,31.0,St Lucia 1,,Hlabisa,KwaZulu-Natal,South Africa,-28.3762,32.4181,,https://www.inaturalist.org/observations/98518084,False,,1.0,1.0
Ardea cinerea,Anguilla anguilla,2021-10-17,Berlin,https://inaturalist-open-data.s3.amazonaws.com/photos/164544845/medium.jpeg,,,"Cádiz, Spain",,Cádiz,Andalucía,Spain,36.8359933333,-6.3458366667,,https://www.inaturalist.org/observations/98782881,False,,6.0,3.0
Ardea cinerea,Anguilla anguilla,2021-10-17,Berlin,https://inaturalist-open-data.s3.amazonaws.com/photos/164544845/medium.jpeg,,,"Andalucía, ES",,Cádiz,Andalucía,Spain,36.8469362898,-6.213834478,,https://www.inaturalist.org/observations/98783065,False,,6.0,3.0
Blepharucha zaide,Passerina rigida,2021-10-19,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/164596268/medium.jpg,,50.0,"St Lucia, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.3689,32.4296,,https://www.inaturalist.org/observations/98812635,False,,1.0,1.0
Blepharucha zaide,Passerina rigida,2021-10-19,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/164596382/medium.jpeg,,50.0,"St Lucia, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.3689,32.4296,,https://www.inaturalist.org/observations/98812636,False,,1.0,1.0
Libyaspis wahlbergi,Bobgunnia madagascariensis,2021-10-24,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/165565703/medium.jpg,,5.0,"Lake Chivero Bird Sanctuary, Zimbabwe",,Zvimba,Mashonaland West,Zimbabwe,-17.9034771106,30.8380855904,,https://www.inaturalist.org/observations/99333107,False,,1.0,1.0
Libyaspis wahlbergi,Bobgunnia madagascariensis,2021-10-24,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/165566212/medium.jpg,,5.0,"Lake Chivero Bird Sanctuary, Zimbabwe",,Zvimba,Mashonaland West,Zimbabwe,-17.903477,30.838086,,https://www.inaturalist.org/observations/99333288,False,,1.0,1.0
Larus glaucescens × occidentalis,Oncorhynchus kisutch,2021-10-25,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/165695632/medium.jpeg,,4.0,"Downtown Seattle, Seattle, WA, USA",,King,Washington,United States,47.6076177568,-122.342855127,"No, none of these",https://www.inaturalist.org/observations/99404064,False,,1.0,1.0
Philothamnus semivariegatus,Chiromantis xerampelina,2018-08-02,Pacific Time (US & Canada),https://static.inaturalist.org/photos/165733954/medium.jpg,,209.0,"South Luangwa National Park, Zambia",,Mpika,Muchinga,Zambia,-13.0144204,31.736841,,https://www.inaturalist.org/observations/99424238,False,,1.0,1.0
Philothamnus semivariegatus,Chiromantis xerampelina,2018-08-02,Pacific Time (US & Canada),https://static.inaturalist.org/photos/165735228/medium.jpg,,209.0,"South Luangwa National Park, Zambia",,Mpika,Muchinga,Zambia,-13.0144204,31.736841,,https://www.inaturalist.org/observations/99424899,False,,1.0,1.0
Sphaerocoris testudogrisea,Blepharis sericea,2021-10-24,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/166157360/medium.jpg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.327,32.3621,,https://www.inaturalist.org/observations/99650269,False,,1.0,3.0
Sphaerocoris testudogrisea,Blepharis sericea,2021-10-24,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/166157402/medium.jpg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.327,32.3621,,https://www.inaturalist.org/observations/99650271,False,,1.0,3.0
Gallirex porphyreolophus,Ficus burkei,2021-10-31,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/166796294/medium.jpeg,,150.0,"Dlinza, South Africa",,Eshowe,KwaZulu-Natal,South Africa,-28.8932,31.4515,,https://www.inaturalist.org/observations/99990955,False,,1.0,3.0
Gallirex porphyreolophus porphyreolophus,Ficus burkei,2021-10-31,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/166796339/medium.jpeg,,150.0,"Dlinza, South Africa",,Eshowe,KwaZulu-Natal,South Africa,-28.8932,31.4515,,https://www.inaturalist.org/observations/99990956,False,,1.0,3.0
Civettictis civetta,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/166933111/medium.jpg,,10.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0732316187,28.8763154928,,https://www.inaturalist.org/observations/100052837,False,,1.0,2.0
Crinifer concolor,Adansonia digitata,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/166934121/medium.jpg,,10.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0742831775,28.8759507121,,https://www.inaturalist.org/observations/100053359,False,,2.0,1.0
Crinifer concolor,Adansonia digitata,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/166934121/medium.jpg,,10.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0742831775,28.8759507121,,https://www.inaturalist.org/observations/100053594,False,,2.0,1.0
Treron calvus,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167070208/medium.jpg,,10.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0710820913,28.8698084544,,https://www.inaturalist.org/observations/100125424,False,,1.0,4.0
Crinifer concolor,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167070850/medium.jpg,,15.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709480672,28.8698191833,,https://www.inaturalist.org/observations/100125750,False,,1.0,1.0
Crinifer concolor,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167071230/medium.jpg,,20.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709326029,28.8697816324,,https://www.inaturalist.org/observations/100126056,False,,1.0,1.0
Treron calvus,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167071230/medium.jpg,,20.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709326029,28.8697816324,,https://www.inaturalist.org/observations/100126056,False,,1.0,4.0
Papio ursinus,Ficus bussei,2021-10-30,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/167071230/medium.jpg,,20.0,"Rifa Conservation Camp, Hurungwe, Zimbabwe",,Hurungwe,Mashonaland West,Zimbabwe,-16.0709326029,28.8697816324,,https://www.inaturalist.org/observations/100126056,False,,1.0,2.0
